question_id,standard,category,method,keypoint_recall,all_keypoints_correct,source_citation_accuracy,clause_citation_accuracy,answer_composite,retrieval_source_hit,retrieval_evidence_recall,total_latency_s,prompt_tokens,completion_tokens,question,gold_answer,answer
C04,JTG-T 3660-2020,numeric,RAG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.5248,3468,178,根据JTG/T 3660-2020，台阶法的台阶开挖高度宜为多少，台阶数量最多为几个？,台阶开挖高度宜为2.5～3.5m，台阶数量不宜多于3个。,根据《JTG/T 3660-2020 公路隧道施工技术规范》：  - **台阶开挖高度**：宜为 **2.5～3.5 m**；   - **台阶数量**：可采用二台阶法或三台阶法，**不宜多于三个**。  依据条款：   **7.2.3 台阶法施工应符合下列规定：**   > 1 台阶数量和台阶高度应综合考虑隧道断面高度、机械设备及围岩稳定性等因素确定。台阶开挖高度宜为2.5～3.5m。可采用二台阶法或者三台阶法，台阶数量不宜多于三个。  （来源：原始规范文本块2，JTG-T-3660-2020.pdf 第47页）
C04,JTG-T 3660-2020,numeric,LightRAG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.6119,8400,153,根据JTG/T 3660-2020，台阶法的台阶开挖高度宜为多少，台阶数量最多为几个？,台阶开挖高度宜为2.5～3.5m，台阶数量不宜多于3个。,根据《JTG/T 3660-2020 公路隧道施工技术规范》：  - **台阶开挖高度**：宜为 **2.5～3.5 m**     （依据：第46页 7.2.3 条第1款；第48页 7.2.4 条第1款）  - **台阶数量**：**不宜多于三个**（即可采用二台阶法或三台阶法）     （依据：第46页 7.2.3 条第1款）  > 注：上述规定适用于台阶法施工，具体应结合隧道断面高度、机械设备及围岩稳定性等因素综合确定。
C05,JTG-T 3660-2020,table,LLM,0.5714285714285714,0.0,1.0,0.0,0.5785714285714285,nan,nan,6.2395,245,232,根据JTG/T 3660-2020，台阶法上台阶在Ⅲ、Ⅳ、Ⅴ级围岩中的每循环进尺上限分别是多少？Ⅳ、Ⅴ级下台阶每循环进尺上限是多少？,Ⅲ级上台阶不大于3m，Ⅳ级不大于2榀钢架间距，Ⅴ级不大于1榀钢架间距；Ⅳ、Ⅴ级下台阶不大于2榀钢架间距。,根据《公路隧道施工技术细则》（JTG/T 3660—2020）：  - **上台阶每循环进尺上限**：   - Ⅲ级围岩：**不大于3.0 m**   - Ⅳ级围岩：**不大于2.0 m**   - Ⅴ级围岩：**不大于1.5 m**  - **下台阶每循环进尺上限**（适用于Ⅳ、Ⅴ级围岩）：   - Ⅳ级围岩：**不大于3.0 m**   - Ⅴ级围岩：**不大于2.0 m**  > 依据条款：JTG/T 3660—2020 第7.3.3条（台阶法开挖）及表7.3.3-1“台阶法各部开挖循环进尺控制值”。   > 注：实际施工中应结合围岩变形监测结果动态调整，确保安全。  如需具体表格截图或条文原文页码，可进一步说明。
C05,JTG-T 3660-2020,table,RAG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.976,3491,190,根据JTG/T 3660-2020，台阶法上台阶在Ⅲ、Ⅳ、Ⅴ级围岩中的每循环进尺上限分别是多少？Ⅳ、Ⅴ级下台阶每循环进尺上限是多少？,Ⅲ级上台阶不大于3m，Ⅳ级不大于2榀钢架间距，Ⅴ级不大于1榀钢架间距；Ⅳ、Ⅴ级下台阶不大于2榀钢架间距。,根据《JTG/T 3660—2020 公路隧道施工技术规范》第47页 **7.2.3 条第2款**规定：  - **上台阶每循环进尺上限**：   - Ⅲ级围岩：**宜不大于3 m**；   - Ⅳ级围岩：**宜不大于2榀钢架间距**；   - Ⅴ级围岩：**宜不大于1榀钢架间距**。  - **下台阶每循环进尺上限**（针对Ⅳ、Ⅴ级围岩）：   - **宜不大于2榀钢架间距**。  > 注：上述“榀钢架间距”为设计文件中规定的相邻两榀钢架之间的轴线距离，具体数值需依据工程设计确定；规范未给出统一固定值。
C05,JTG-T 3660-2020,table,LightRAG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.5025,7528,223,根据JTG/T 3660-2020，台阶法上台阶在Ⅲ、Ⅳ、Ⅴ级围岩中的每循环进尺上限分别是多少？Ⅳ、Ⅴ级下台阶每循环进尺上限是多少？,Ⅲ级上台阶不大于3m，Ⅳ级不大于2榀钢架间距，Ⅴ级不大于1榀钢架间距；Ⅳ、Ⅴ级下台阶不大于2榀钢架间距。,根据《JTG/T 3660—2020 公路隧道施工技术规范》第46页至第47页 **7.2.3 条第2款**规定：  - **上台阶每循环进尺上限**：   - Ⅲ级围岩：**宜不大于3m**；   - Ⅳ级围岩：**宜不大于2榀钢架间距**；   - Ⅴ级围岩：**宜不大于1榀钢架间距**。  - **下台阶每循环进尺上限（仅针对Ⅳ、Ⅴ级围岩）**：   - **宜不大于2榀钢架间距**。  > 注：上述规定出自规范原文第46页“7.2.3 台阶法施工应符合下列规定”第2条，且在第47页有延续说明；单位“榀钢架间距”为设计文件中明确的钢架布置间距，具体数值需结合设计图纸确定。
C06,JTG-T 3660-2020,multi_condition,LLM,0.6666666666666666,0.0,1.0,0.0,0.65,nan,nan,13.9572,233,472,根据JTG/T 3660-2020，台阶法下台阶单侧拉槽长度、左右侧开挖错开距离及同一榀钢架悬空有何要求？,单侧拉槽长度宜不超过15m；左右侧开挖宜前后错开3～5m；同一榀钢架两侧不得同时悬空。,根据《公路隧道施工技术规范》（JTG/T 3660—2020），关于台阶法施工中下台阶单侧拉槽长度、左右侧开挖错开距离及同一榀钢架悬空的要求如下：  1. **下台阶单侧拉槽长度**：      规范第7.3.5条第3款规定：      > “下台阶单侧拉槽长度不宜大于 **1.5 m**，且应控制在 **1～2 榀钢架间距** 范围内。”      （注：通常Ⅴ级围岩钢架间距为0.5～0.75 m，故1～2榀对应约0.5～1.5 m；规范强调“不宜大于1.5 m”为硬性上限。）  2. **左右侧开挖错开距离**：      同条第4款规定：      > “左右侧开挖应错开进行，错开距离不宜小于 **15 m**。”      （适用于双侧壁导坑或台阶法中左右侧交替开挖工况，防止应力集中与支护失稳。）  3. **同一榀钢架悬空要求**：      第7.3.5条第5款明确：      > “同一榀钢架的两侧拱脚不得同时悬空；当一侧开挖时，另一侧拱脚应已施作锁脚锚杆（管）并形成有效支护。”      此外，第7.3.6条补充：      > “钢架安装后应及时喷射混凝土封闭，严禁钢架长时间悬空；悬空时间不应超过 **24 h**。”    **依据来源**：   - JTG/T 3660—2020《公路隧道施工技术规范》     - 第7.3.5条 “台阶法施工”     - 第7.3.6条 “钢架安装与支护”    以上要求旨在控制围岩变形、保障初期支护及时闭合，尤其适用于Ⅳ、Ⅴ级软弱围岩隧道施工。
C06,JTG-T 3660-2020,multi_condition,RAG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.9928,3479,316,根据JTG/T 3660-2020，台阶法下台阶单侧拉槽长度、左右侧开挖错开距离及同一榀钢架悬空有何要求？,单侧拉槽长度宜不超过15m；左右侧开挖宜前后错开3～5m；同一榀钢架两侧不得同时悬空。,根据《JTG/T 3660—2020 公路隧道施工技术规范》：  1. **下台阶单侧拉槽长度**：      - **不宜超过15m**；      - 依据：第47页，7.2.3条第2款后半句：“下台阶单侧拉槽长度宜不超过15m”。  2. **下台阶左、右侧开挖错开距离**：      - **宜前后错开3～5m**；      - 依据：第47页，7.2.3条第3款：“下台阶左、右侧开挖宜前后错开3～5m”；      - 同时在第48页，7.2.4条第6款也重申：“下台阶左、右侧开挖应错开3～5m”。  3. **同一榀钢架两侧悬空要求**：      - **不得同时悬空**；      - 依据：第47页，7.2.3条第3款：“同一榀钢架两侧不得同时悬空”；      - 第48页，7.2.4条第6款同样规定：“同一榀钢架两侧不得同时悬空”。  综上，规范对台阶法下台阶施工的三项关键参数要求明确统一，适用于两台阶法及环形开挖留核心土法中的下台阶作业。
C06,JTG-T 3660-2020,multi_condition,LightRAG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.34,8381,330,根据JTG/T 3660-2020，台阶法下台阶单侧拉槽长度、左右侧开挖错开距离及同一榀钢架悬空有何要求？,单侧拉槽长度宜不超过15m；左右侧开挖宜前后错开3～5m；同一榀钢架两侧不得同时悬空。,根据《JTG/T 3660-2020 公路隧道施工技术规范》：  1. **下台阶单侧拉槽长度**：      - **宜不超过15m**。      - 依据：第47页，7.2.3条第2款末句：“下台阶单侧拉槽长度宜不超过15m。”  2. **下台阶左、右侧开挖错开距离**：      - **宜前后错开3～5m**。      - 依据：第47页，7.2.3条第3款；第48页，7.2.4条第6款均明确：“下台阶左、右侧开挖应错开3～5m”。  3. **同一榀钢架两侧悬空要求**：      - **不得同时悬空**。      - 依据：第47页，7.2.3条第3款；第48页，7.2.4条第6款均规定：“同一榀钢架两侧不得同时悬空”。  综上，规范对下台阶施工的三项关键控制要求为：   - 单侧拉槽 ≤ 15 m；   - 左右侧错开 3～5 m；   - 同一榀钢架两侧禁止同时悬空。    以上内容均出自 JTG/T 3660-2020 第47页与第48页，属强制性施工控制要点。
C07,JTG-T 3660-2020,table,LLM,0.4,0.0,1.0,1.0,0.55,nan,nan,11.8186,236,490,根据JTG/T 3660-2020表18.6.3，围岩位移管理的Ⅲ、Ⅱ、Ⅰ级判据及对应施工状态分别是什么？,Ⅲ级：U<U0/3，可正常施工；Ⅱ级：U0/3≤U≤2U0/3，应加强支护；Ⅰ级：U>2U0/3，应采取特殊措施。,根据《公路隧道施工技术规范》（JTG/T 3660—2020）**表18.6.3 围岩位移管理等级及施工状态判定标准**，围岩位移管理的Ⅲ、Ⅱ、Ⅰ级判据及对应施工状态如下（注：该表以**拱顶下沉**和**周边收敛**的**实测位移值**与**允许最大位移值**（即设计预留变形量）的比值 $ U/U_0 $ 为判据）：  | 管理等级 | $ U/U_0 $ 范围 | 施工状态判定 | |----------|----------------|----------------| | **Ⅲ级** | $ U/U_0 \leq 0.4 $ | 正常施工，可按原设计参数推进 | | **Ⅱ级** | $ 0.4 < U/U_0 \leq 0.7 $ | 加强监测，必要时采取加固措施（如补打锚杆、加强支护等），谨慎推进 | | **Ⅰ级** | $ U/U_0 > 0.7 $ | 停止开挖，立即采取应急加固措施（如增设钢架、喷混凝土、临时仰拱等），分析原因并调整支护参数 |  其中： - $ U $：实测累计位移值； - $ U_0 $：允许最大位移值（通常为设计预留变形量，依据围岩级别、断面尺寸、埋深等确定）； - 该判据适用于采用新奥法施工的复合式衬砌隧道，且位移监测点布置符合规范要求。  > **依据**：JTG/T 3660—2020《公路隧道施工技术规范》第18.6.3条及表18.6.3（P258–259，具体页码依印刷版本略有差异，但表号明确为18.6.3）。  ⚠️ 注意：实际应用中需结合位移速率（如 $ \Delta U/\Delta t $）综合判断，若位移速率持续增大，即使 $ U/U_0 < 0.4 $ 也应提高警惕。
C07,JTG-T 3660-2020,table,RAG,0.6,0.0,1.0,1.0,0.7,1.0,1.0,8.6918,3685,289,根据JTG/T 3660-2020表18.6.3，围岩位移管理的Ⅲ、Ⅱ、Ⅰ级判据及对应施工状态分别是什么？,Ⅲ级：U<U0/3，可正常施工；Ⅱ级：U0/3≤U≤2U0/3，应加强支护；Ⅰ级：U>2U0/3，应采取特殊措施。,根据《公路隧道施工技术规范》（JTG/T 3660—2020）**表18.6.3 位移管理等级**，围岩位移管理的Ⅲ、Ⅱ、Ⅰ级判据及对应施工状态如下：  | 管理等级 | 管理位移（mm）                     | 施工状态         | |----------|------------------------------------|------------------| | Ⅲ级      | $ U < \dfrac{U_0}{3} $           | 可正常施工       | | Ⅱ级      | $ \dfrac{U_0}{3} \leqslant U \leqslant \dfrac{2U_0}{3} $ | 应加强支护       | | Ⅰ级      | $ U > \dfrac{2U_0}{3} $          | 应采取特殊措施   |  其中：   - $ U $ 为实测位移值；   - $ U_0 $ 为设计极限位移值（一般取隧道设计预留变形量）。  **依据来源**：JTG/T 3660—2020 第197页、第206页，条款18.6.3及表18.6.3。
C07,JTG-T 3660-2020,table,LightRAG,0.6,0.0,1.0,1.0,0.7,1.0,1.0,10.8601,7368,305,根据JTG/T 3660-2020表18.6.3，围岩位移管理的Ⅲ、Ⅱ、Ⅰ级判据及对应施工状态分别是什么？,Ⅲ级：U<U0/3，可正常施工；Ⅱ级：U0/3≤U≤2U0/3，应加强支护；Ⅰ级：U>2U0/3，应采取特殊措施。,根据《公路隧道施工技术规范》（JTG/T 3660—2020）**表18.6.3 位移管理等级**（见第205页、第206页），围岩位移管理的Ⅲ、Ⅱ、Ⅰ级判据及对应施工状态如下：  | 管理等级 | 管理位移（mm）                     | 施工状态         | |----------|------------------------------------|------------------| | Ⅲ级      | $ U < \dfrac{U_0}{3} $           | 可正常施工       | | Ⅱ级      | $ \dfrac{U_0}{3} \leqslant U \leqslant \dfrac{2U_0}{3} $ | 应加强支护       | | Ⅰ级      | $ U > \dfrac{2U_0}{3} $          | 应采取特殊措施   |  其中：   - $ U $ 为实测位移值（mm）；   - $ U_0 $ 为设计极限位移值（一般取隧道初期支护的预留变形量）。  > **依据来源**：JTG/T 3660—2020 第205页、第206页，表18.6.3及其条文说明。
C08,JTG-T 3660-2020,multi_condition,LLM,0.14285714285714285,0.0,1.0,0.0,0.2571428571428571,nan,nan,7.935,221,265,根据JTG/T 3660-2020，隧道超前地质预报要求采用哪些相结合并相互验证的综合方法？,应以地质分析为基础，采用地质调查与物探、长短探测、洞内与洞外、物探与钻探、超前导洞与主洞探测、地质构造探测与水文探测相结合，并相互验证。,根据《公路隧道施工技术规范》（JTG/T 3660—2020），隧道超前地质预报应采用**地质调查法、物探法、超前钻探法**等相结合并相互验证的综合方法。  具体依据为该规范第 **7.1.3 条**（“超前地质预报应采用多种方法相结合、相互验证的综合预报方法”），并在第 **7.2～7.4 节**中分别规定了地质调查法、物探法（如地震波法、电磁法等）和超前钻探法的应用要求。  其中： - **地质调查法**：包括地表地质调查、洞内掌子面素描、节理裂隙统计等； - **物探法**：常用方法有 TSP（隧道地震预报）、TRT（地震反射层析成像）、地质雷达（GPR）、瞬变电磁法（TEM）等； - **超前钻探法**：包括超前水平钻、加深炮孔等，是直接获取地质信息的最可靠手段。  规范强调：**应以超前钻探为主，其他方法为辅，多种方法相互印证**，以提高预报准确性。
C08,JTG-T 3660-2020,multi_condition,RAG,1.0,1.0,1.0,0.0,0.9,1.0,0.75,7.1331,3524,233,根据JTG/T 3660-2020，隧道超前地质预报要求采用哪些相结合并相互验证的综合方法？,应以地质分析为基础，采用地质调查与物探、长短探测、洞内与洞外、物探与钻探、超前导洞与主洞探测、地质构造探测与水文探测相结合，并相互验证。,根据《JTG/T 3660—2020 公路隧道施工技术规范》第19.1.3条及条文说明，隧道超前地质预报应采用以下**相结合并相互验证**的综合预报方法：  1. **地质调查与物探相结合**   2. **长短探测相结合**   3. **洞内与洞外相结合**   4. **物探与钻探相结合**   5. **超前导洞与主洞探测相结合**   6. **地质构造探测与水文探测相结合**  > **依据来源**：   > - 原始规范文本块1（JTG-T 3660-2020 公路隧道施工技术规范.txt）首段明确列出上述六种“相结合”的综合预报方法，并强调“相互验证”；   > - 条文说明中进一步指出：“对于复杂地质地段，要坚持地质方法与物探方法相结合”，印证了方法组合的必要性。  该要求适用于隧道施工前编制超前地质预报方案及实施全过程。
C08,JTG-T 3660-2020,multi_condition,LightRAG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.1564,8604,240,根据JTG/T 3660-2020，隧道超前地质预报要求采用哪些相结合并相互验证的综合方法？,应以地质分析为基础，采用地质调查与物探、长短探测、洞内与洞外、物探与钻探、超前导洞与主洞探测、地质构造探测与水文探测相结合，并相互验证。,根据《公路隧道施工技术规范》（JTG/T 3660—2020）第19.1.2条明确规定：  > **隧道超前地质预报应以地质分析为基础，运用地质调查与物探相结合、长短探测相结合、洞内与洞外相结合、物探与钻探相结合、超前导洞与主洞探测相结合、地质构造探测与水文探测相结合的综合预报方法，并相互验证。**  **结论**：   JTG/T 3660—2020 要求采用以下六组“相结合”并相互验证的综合预报方法：   1. 地质调查与物探相结合   2. 长短探测相结合   3. 洞内与洞外相结合   4. 物探与钻探相结合   5. 超前导洞与主洞探测相结合   6. 地质构造探测与水文探测相结合    **依据条款**：JTG/T 3660—2020 第19.1.2条（第209页）。
